"hra20_id","hra20_name","place20","tract20","bg20","creation_date"
44,"Seattle - Queen Anne",NA,"53033005901",NA,2024-01-29
44,"Seattle - Queen Anne",NA,"53033005902",NA,2024-01-29
44,"Seattle - Queen Anne",NA,"53033006000",NA,2024-01-29
44,"Seattle - Queen Anne",NA,"53033006701",NA,2024-01-29
44,"Seattle - Queen Anne",NA,"53033006702",NA,2024-01-29
44,"Seattle - Queen Anne",NA,"53033006703",NA,2024-01-29
44,"Seattle - Queen Anne",NA,"53033006800",NA,2024-01-29
44,"Seattle - Queen Anne",NA,"53033006900",NA,2024-01-29
44,"Seattle - Queen Anne",NA,"53033007001",NA,2024-01-29
44,"Seattle - Queen Anne",NA,"53033007002",NA,2024-01-29
44,"Seattle - Queen Anne",NA,"53033007101",NA,2024-01-29
44,"Seattle - Queen Anne",NA,"53033007102",NA,2024-01-29
45,"Seattle - Magnolia and Interbay",NA,"53033005600",NA,2024-01-29
45,"Seattle - Magnolia and Interbay",NA,"53033005700",NA,2024-01-29
45,"Seattle - Magnolia and Interbay",NA,"53033005801",NA,2024-01-29
45,"Seattle - Magnolia and Interbay",NA,"53033005803",NA,2024-01-29
45,"Seattle - Magnolia and Interbay",NA,"53033005804",NA,2024-01-29
46,"Seattle - Fremont and Wallingford",NA,"53033004500",NA,2024-01-29
46,"Seattle - Fremont and Wallingford",NA,"53033004800",NA,2024-01-29
46,"Seattle - Fremont and Wallingford",NA,"53033004901",NA,2024-01-29
46,"Seattle - Fremont and Wallingford",NA,"53033004902",NA,2024-01-29
46,"Seattle - Fremont and Wallingford",NA,"53033005000",NA,2024-01-29
46,"Seattle - Fremont and Wallingford",NA,"53033005100",NA,2024-01-29
46,"Seattle - Fremont and Wallingford",NA,"53033005201",NA,2024-01-29
46,"Seattle - Fremont and Wallingford",NA,"53033005202",NA,2024-01-29
46,"Seattle - Fremont and Wallingford",NA,"53033005401",NA,2024-01-29
46,"Seattle - Fremont and Wallingford",NA,"53033005402",NA,2024-01-29
47,"Seattle - University District",NA,"53033004401",NA,2024-01-29
47,"Seattle - University District",NA,"53033004402",NA,2024-01-29
47,"Seattle - University District",NA,"53033005303",NA,2024-01-29
47,"Seattle - University District",NA,"53033005304",NA,2024-01-29
47,"Seattle - University District",NA,"53033005305",NA,2024-01-29
47,"Seattle - University District",NA,"53033005306",NA,2024-01-29
47,"Seattle - University District",NA,"53033005307",NA,2024-01-29
48,"Redmond - South",NA,"53033022605",NA,2024-01-29
48,"Redmond - South",NA,"53033022606",NA,2024-01-29
48,"Redmond - South",NA,"53033022802",NA,2024-01-29
48,"Redmond - South",NA,"53033022803",NA,2024-01-29
48,"Redmond - South",NA,"53033022902",NA,2024-01-29
48,"Redmond - South",NA,NA,"530330323131",2024-01-29
48,"Redmond - South",NA,NA,"530330323133",2024-01-29
48,"Redmond - South",NA,NA,"530330323134",2024-01-29
49,"Seattle - Laurelhurst, Sand Point, and Wedgwood",NA,"53033002100",NA,2024-01-29
49,"Seattle - Laurelhurst, Sand Point, and Wedgwood",NA,"53033002200",NA,2024-01-29
49,"Seattle - Laurelhurst, Sand Point, and Wedgwood",NA,"53033002400",NA,2024-01-29
49,"Seattle - Laurelhurst, Sand Point, and Wedgwood",NA,"53033003900",NA,2024-01-29
49,"Seattle - Laurelhurst, Sand Point, and Wedgwood",NA,"53033004000",NA,2024-01-29
49,"Seattle - Laurelhurst, Sand Point, and Wedgwood",NA,"53033004101",NA,2024-01-29
49,"Seattle - Laurelhurst, Sand Point, and Wedgwood",NA,"53033004102",NA,2024-01-29
50,"Seattle - Ravenna and Bryant",NA,"53033002500",NA,2024-01-29
50,"Seattle - Ravenna and Bryant",NA,"53033002600",NA,2024-01-29
50,"Seattle - Ravenna and Bryant",NA,"53033003800",NA,2024-01-29
50,"Seattle - Ravenna and Bryant",NA,"53033004201",NA,2024-01-29
50,"Seattle - Ravenna and Bryant",NA,"53033004202",NA,2024-01-29
50,"Seattle - Ravenna and Bryant",NA,"53033004301",NA,2024-01-29
50,"Seattle - Ravenna and Bryant",NA,"53033004302",NA,2024-01-29
51,"Kirkland - South",NA,"53033022005",NA,2024-01-29
51,"Kirkland - South",NA,"53033022006",NA,2024-01-29
51,"Kirkland - South",NA,"53033022205",NA,2024-01-29
51,"Kirkland - South",NA,"53033022401",NA,2024-01-29
51,"Kirkland - South",NA,"53033022402",NA,2024-01-29
51,"Kirkland - South",NA,"53033022501",NA,2024-01-29
51,"Kirkland - South",NA,"53033022502",NA,2024-01-29
51,"Kirkland - South",NA,"53033022603",NA,2024-01-29
51,"Kirkland - South",NA,"53033022604",NA,2024-01-29
51,"Kirkland - South",NA,"53033022701",NA,2024-01-29
51,"Kirkland - South",NA,"53033022702",NA,2024-01-29
51,"Kirkland - South",NA,NA,"530330227032",2024-01-29
52,"Seattle - Green Lake and Phinney Ridge",NA,"53033001701",NA,2024-01-29
52,"Seattle - Green Lake and Phinney Ridge",NA,"53033001702",NA,2024-01-29
52,"Seattle - Green Lake and Phinney Ridge",NA,"53033002700",NA,2024-01-29
52,"Seattle - Green Lake and Phinney Ridge",NA,"53033002800",NA,2024-01-29
52,"Seattle - Green Lake and Phinney Ridge",NA,"53033002900",NA,2024-01-29
52,"Seattle - Green Lake and Phinney Ridge",NA,"53033003400",NA,2024-01-29
52,"Seattle - Green Lake and Phinney Ridge",NA,"53033003500",NA,2024-01-29
52,"Seattle - Green Lake and Phinney Ridge",NA,"53033003601",NA,2024-01-29
52,"Seattle - Green Lake and Phinney Ridge",NA,"53033003602",NA,2024-01-29
52,"Seattle - Green Lake and Phinney Ridge",NA,"53033004600",NA,2024-01-29
53,"Redmond - North",NA,"53033032323",NA,2024-01-29
53,"Redmond - North",NA,"53033032324",NA,2024-01-29
53,"Redmond - North",NA,"53033032325",NA,2024-01-29
53,"Redmond - North",NA,"53033032330",NA,2024-01-29
53,"Redmond - North",NA,"53033032331",NA,2024-01-29
53,"Redmond - North",NA,NA,"530330323213",2024-01-29
54,"Bear Creek and Greater Sammamish","5301920",NA,NA,2024-01-29
54,"Bear Creek and Greater Sammamish","5314940",NA,NA,2024-01-29
54,"Bear Creek and Greater Sammamish","5373307",NA,NA,2024-01-29
54,"Bear Creek and Greater Sammamish",NA,NA,"530330322151",2024-01-29
54,"Bear Creek and Greater Sammamish",NA,NA,"530330322152",2024-01-29
54,"Bear Creek and Greater Sammamish",NA,NA,"530330323181",2024-01-29
54,"Bear Creek and Greater Sammamish",NA,NA,"530330323212",2024-01-29
54,"Bear Creek and Greater Sammamish",NA,NA,"530330323214",2024-01-29
55,"Seattle - Ballard",NA,"53033001400",NA,2024-01-29
55,"Seattle - Ballard",NA,"53033001500",NA,2024-01-29
55,"Seattle - Ballard",NA,"53033001600",NA,2024-01-29
55,"Seattle - Ballard",NA,"53033003000",NA,2024-01-29
55,"Seattle - Ballard",NA,"53033003100",NA,2024-01-29
55,"Seattle - Ballard",NA,"53033003201",NA,2024-01-29
55,"Seattle - Ballard",NA,"53033003202",NA,2024-01-29
55,"Seattle - Ballard",NA,"53033003301",NA,2024-01-29
55,"Seattle - Ballard",NA,"53033003302",NA,2024-01-29
55,"Seattle - Ballard",NA,"53033004701",NA,2024-01-29
55,"Seattle - Ballard",NA,"53033004702",NA,2024-01-29
55,"Seattle - Ballard",NA,"53033004703",NA,2024-01-29
56,"Seattle - Northgate and Lake City",NA,"53033000101",NA,2024-01-29
56,"Seattle - Northgate and Lake City",NA,"53033000102",NA,2024-01-29
56,"Seattle - Northgate and Lake City",NA,"53033000201",NA,2024-01-29
56,"Seattle - Northgate and Lake City",NA,"53033000202",NA,2024-01-29
56,"Seattle - Northgate and Lake City",NA,"53033000700",NA,2024-01-29
56,"Seattle - Northgate and Lake City",NA,"53033000800",NA,2024-01-29
56,"Seattle - Northgate and Lake City",NA,"53033000900",NA,2024-01-29
56,"Seattle - Northgate and Lake City",NA,"53033001000",NA,2024-01-29
56,"Seattle - Northgate and Lake City",NA,"53033001100",NA,2024-01-29
56,"Seattle - Northgate and Lake City",NA,"53033001201",NA,2024-01-29
56,"Seattle - Northgate and Lake City",NA,"53033001202",NA,2024-01-29
56,"Seattle - Northgate and Lake City",NA,"53033001900",NA,2024-01-29
56,"Seattle - Northgate and Lake City",NA,"53033002000",NA,2024-01-29
57,"Kirkland - North",NA,"53033021903",NA,2024-01-29
57,"Kirkland - North",NA,"53033022003",NA,2024-01-29
57,"Kirkland - North",NA,"53033022201",NA,2024-01-29
57,"Kirkland - North",NA,"53033022203",NA,2024-01-29
57,"Kirkland - North",NA,"53033022204",NA,2024-01-29
57,"Kirkland - North",NA,NA,"530330219041",2024-01-29
57,"Kirkland - North",NA,NA,"530330219042",2024-01-29
57,"Kirkland - North",NA,NA,"530330219043",2024-01-29
57,"Kirkland - North",NA,NA,"530330219044",2024-01-29
57,"Kirkland - North",NA,NA,"530330219052",2024-01-29
57,"Kirkland - North",NA,NA,"530330219054",2024-01-29
57,"Kirkland - North",NA,NA,"530330223001",2024-01-29
57,"Kirkland - North",NA,NA,"530330223002",2024-01-29
58,"Seattle - Broadview, Haller Lake, and Licton Springs",NA,"53033000300",NA,2024-01-29
58,"Seattle - Broadview, Haller Lake, and Licton Springs",NA,"53033000402",NA,2024-01-29
58,"Seattle - Broadview, Haller Lake, and Licton Springs",NA,"53033000403",NA,2024-01-29
58,"Seattle - Broadview, Haller Lake, and Licton Springs",NA,"53033000404",NA,2024-01-29
58,"Seattle - Broadview, Haller Lake, and Licton Springs",NA,"53033000500",NA,2024-01-29
58,"Seattle - Broadview, Haller Lake, and Licton Springs",NA,"53033000601",NA,2024-01-29
58,"Seattle - Broadview, Haller Lake, and Licton Springs",NA,"53033000602",NA,2024-01-29
58,"Seattle - Broadview, Haller Lake, and Licton Springs",NA,"53033001300",NA,2024-01-29
58,"Seattle - Broadview, Haller Lake, and Licton Springs",NA,"53033001800",NA,2024-01-29
59,"Kenmore and Lake Forest Park","5335170",NA,NA,2024-01-29
59,"Kenmore and Lake Forest Park","5337270",NA,NA,2024-01-29
60,"Bothell and Woodinville","5379590",NA,NA,2024-01-29
60,"Bothell and Woodinville",NA,"53033021802",NA,2024-01-29
60,"Bothell and Woodinville",NA,"53033021803",NA,2024-01-29
60,"Bothell and Woodinville",NA,"53033021804",NA,2024-01-29
60,"Bothell and Woodinville",NA,"53033022001",NA,2024-01-29
60,"Bothell and Woodinville",NA,NA,"530330219051",2024-01-29
60,"Bothell and Woodinville",NA,NA,"530330219053",2024-01-29
60,"Bothell and Woodinville",NA,NA,"530330221021",2024-01-29
61,"Shoreline","5363960",NA,NA,2024-01-29
